zip,unemployed,households,inc10,inc15,inc25,inc35,inc50,inc75,inc100,inc150,inc200,inc201,medianIncome,meanIncome,ssi,cpa,snap,capitaIncome,poverty
81133,5.9,354,38,17,60,49,45,87,23,28,7,0,40893,49590,13,0,39,19908,12.6
81136,7.2,97,27,5,9,6,19,18,8,3,2,0,36875,40102,5,3,8,17859,6.7
81137,4.7,2074,131,94,149,293,276,526,283,203,61,58,53517,64274,82,35,70,24945,11.9
81138,0,6,0,0,0,0,6,0,0,0,0,0,null,null,0,0,0,null,0
81140,6.1,787,43,62,105,145,47,234,46,77,26,2,43625,52659,32,36,124,19675,3.4
81141,3.1,517,59,33,58,89,105,79,41,46,0,7,39779,48456,97,30,102,16709,15.8
81143,5,276,41,32,27,48,69,27,24,0,8,0,33750,39019,22,9,31,22152,9.2
81144,7.6,2503,258,162,460,296,426,438,210,101,110,42,37451,51246,260,102,407,18261,11.9
81146,0,264,9,21,36,55,46,57,16,20,4,0,37292,47295,2,0,12,21464,11.6
81147,7.5,3808,85,211,344,369,543,848,614,451,150,193,61591,78362,78,25,161,29126,4.9
81148,7.9,144,25,23,18,31,11,5,13,14,4,0,26500,41920,11,23,46,11649,35.6
81149,7.3,497,86,66,66,51,84,46,58,20,14,6,32404,42915,36,51,108,21521,26
81151,2.8,633,81,112,98,21,94,99,64,40,11,13,35563,48484,27,65,79,20765,18.2
81152,6.7,437,94,37,97,54,65,82,6,2,0,0,23516,29910,78,57,171,13873,15.6
81154,4.1,514,42,45,83,91,66,94,48,35,7,3,34773,46516,34,16,82,19458,19.9
81155,0,76,3,7,14,5,20,14,0,9,0,4,43462,86571,0,0,0,48039,0
81201,4.2,4158,181,324,536,807,637,793,426,265,82,107,40977,56409,130,60,101,27712,7.5
81210,0,156,15,0,0,46,21,36,10,18,10,0,42024,62184,0,15,15,31508,0
81211,5.3,2792,197,306,292,301,503,432,394,252,67,48,43996,55726,53,66,208,22647,8.3
81212,3.1,11080,962,950,1671,1522,1983,1990,822,772,203,205,38539,52087,339,337,1209,19623,14.7
81220,0,80,13,0,0,11,10,0,42,0,0,4,80714,69693,0,0,0,42539,0
81221,7.1,115,6,7,17,20,28,37,0,0,0,0,37750,38756,0,7,18,14688,6.3
81222,6.4,94,8,0,0,7,66,0,0,13,0,0,37727,45313,0,0,0,23806,0
81223,2.1,826,77,30,84,117,182,164,97,61,0,14,41218,51764,62,24,21,27407,2.8
81224,5.8,1216,60,29,107,81,229,203,214,139,77,77,63514,86192,3,9,18,37404,2.3
81225,7.2,386,4,0,27,86,50,88,80,14,22,15,53676,67244,0,0,7,36329,0
81226,2.7,2554,195,197,472,310,461,432,201,257,21,8,38977,47196,123,60,331,16122,7.8
81227,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
81230,3.5,4078,300,300,452,496,599,870,502,353,40,166,46083,60700,47,102,296,26349,7.3
81231,20.9,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,4262,null
81232,14.3,24,0,0,10,0,0,5,0,0,0,9,53500,165417,0,0,0,50308,0
81233,4,592,0,29,79,111,94,178,49,36,8,8,45729,54994,0,4,0,29138,2.5
81235,1.4,280,7,11,18,20,29,34,67,80,6,8,78472,85021,6,18,18,37847,4.3
81236,5.2,529,12,0,66,79,19,143,102,76,14,18,57306,97735,6,18,0,47404,3
81237,27.9,32,0,0,0,17,0,0,0,15,0,0,32353,null,0,0,0,26569,0
81239,0,59,0,0,45,0,0,14,0,0,0,0,23860,29392,0,0,0,22251,0
81240,2.4,1814,89,160,261,299,166,337,269,193,40,0,43478,53557,33,30,143,21084,13.7
81241,0,52,9,0,0,22,6,8,0,7,0,0,34219,41788,0,0,0,21480,10.9
81242,8.9,246,0,24,33,30,14,93,20,3,18,11,56250,66243,0,16,25,25834,7.1
81243,0,41,15,0,0,0,10,0,0,16,0,0,43875,53032,0,0,0,25291,18.8
81244,9.1,130,3,6,24,34,20,24,5,14,0,0,34722,44242,0,8,8,19774,11.6
81248,0,15,0,0,0,0,0,0,15,0,0,0,null,null,0,0,0,null,0
81251,0,101,0,0,30,0,0,25,6,40,0,0,71477,72521,0,0,0,49507,0
81252,7.2,1638,152,130,272,143,242,309,253,46,17,74,42063,59403,57,30,99,27808,7.8
81253,0,112,0,0,8,30,29,13,16,16,0,0,49052,58574,8,0,0,25825,0
81301,4.5,11764,647,317,1168,1274,1816,2497,1501,1542,431,571,54866,74097,192,155,629,31660,5.9
81303,2.7,3062,169,63,221,192,492,652,470,524,201,78,68040,76659,31,35,150,30942,5.9
81320,1,174,17,19,9,42,13,44,4,21,0,5,35000,52222,0,12,5,30607,0
81321,7.5,5939,344,492,785,796,867,1099,838,472,124,122,43204,56592,138,181,629,23701,14.3
81323,4.5,2345,230,183,230,221,359,441,216,294,97,74,47219,63234,17,75,160,27997,13.1
81324,7.8,572,62,14,82,87,60,126,86,43,12,0,44808,50057,19,14,30,21950,11.6
81325,0,55,18,7,0,0,0,17,0,13,0,0,57868,47142,0,0,0,19958,26.8
81326,2.9,893,43,35,111,68,130,192,107,124,51,32,52288,72958,27,24,39,30130,10.9
81327,0,273,16,8,25,13,63,55,28,32,25,8,53625,74070,11,0,0,28218,12.7
81328,6.1,1793,116,119,268,166,210,442,192,147,40,93,50625,66725,21,35,142,31779,7.5
81330,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
81331,0,88,11,0,10,25,8,8,26,0,0,0,32300,45192,0,0,0,31967,0
81332,7.1,102,7,17,12,5,3,32,13,13,0,0,53000,54762,17,0,12,21933,0
81334,5.7,453,74,58,53,82,88,38,51,3,0,6,28618,38722,43,0,56,12938,36.9
81335,8.6,105,0,0,0,0,30,47,0,0,0,28,55586,125960,0,0,0,46909,0
81401,5.7,9243,723,674,1094,1028,1463,2106,1110,729,191,125,46350,53683,456,285,993,22320,11.7
81403,6.2,4357,177,202,353,382,908,839,722,473,115,186,55010,69142,54,99,290,27268,5.5
81410,1.7,721,45,55,101,79,135,113,54,82,0,57,42898,78265,46,23,15,35427,4.1
81411,0,25,7,12,0,0,0,6,0,0,0,0,13646,26212,0,0,0,26212,null
81413,5.6,2427,149,270,320,390,459,395,168,192,37,47,37536,55210,115,38,220,25438,9.4
81415,1.4,843,65,46,131,16,178,206,102,39,43,17,45486,58698,47,14,54,23239,12.8
81416,5.1,5281,511,475,552,638,912,1032,669,328,67,97,42753,51317,207,129,589,20368,11.3
81418,7.8,684,20,11,137,86,128,125,100,46,31,0,42276,54243,52,0,27,22819,10.5
81419,7.6,1477,86,60,227,182,452,192,131,106,0,41,41520,50913,10,50,106,22604,5.7
81422,7.5,313,39,4,70,50,45,68,11,20,0,6,30875,43946,19,4,10,21701,13.4
81423,4.3,667,15,31,90,78,63,237,64,30,41,18,55720,62567,11,0,64,27824,8
81424,13.8,455,50,34,47,54,54,73,75,58,10,0,49009,56605,18,0,48,23984,12.3
81425,4.9,1808,80,97,247,293,262,386,233,102,88,20,41324,56666,55,31,104,21224,4.8
81426,0.9,54,4,0,0,0,12,15,14,6,3,0,73333,74831,1,0,0,21981,0
81427,5.1,370,22,24,10,36,41,101,47,47,10,32,68235,82179,0,0,4,36189,7.1
81428,4.9,1604,177,66,242,183,198,299,175,178,35,51,45093,66669,39,24,83,28136,10.8
81429,13.9,61,19,0,0,28,6,0,8,0,0,0,33527,32820,11,0,11,25123,36.4
81430,0.5,334,5,0,23,0,56,100,50,37,0,63,69133,94844,0,0,3,45003,0
81431,0,239,22,9,27,53,24,38,46,20,0,0,39107,50217,9,0,0,22704,6.6
81432,4.4,1000,41,49,69,76,148,288,132,71,55,71,64196,78674,21,7,31,30283,3.2
81433,9.9,387,35,29,47,53,94,82,6,41,0,0,36505,44512,18,47,42,25732,10.6
81434,0,122,0,0,0,45,38,20,11,0,0,8,46053,59146,0,0,0,21795,0
81435,5,2374,64,129,161,244,208,381,469,406,129,183,75000,108605,17,12,57,50494,4.6
81501,5.3,9848,1264,813,1253,1410,1804,1452,946,757,82,67,36603,45716,660,175,1245,19791,14.4
81503,4,5799,383,344,584,717,935,1287,709,608,146,86,49288,58174,276,166,655,23281,11.1
81504,5.3,11250,630,449,1298,1077,1751,2728,1547,1456,185,129,54931,61247,457,219,1034,23524,7.7
81505,2.9,3695,134,167,327,392,548,663,428,519,189,328,63325,103297,106,20,159,43040,3.2
81506,1.9,5059,143,265,489,487,620,914,764,788,282,307,62962,84632,61,41,126,38647,3.4
81507,2.7,6258,279,221,430,406,566,1125,937,1220,568,506,78028,98452,159,11,104,42115,5.6
81520,5.7,5157,387,336,773,556,811,1225,769,194,97,9,43973,50034,228,176,816,17727,13.7
81521,3.2,5401,232,193,362,561,739,1110,996,771,204,233,59481,74205,103,71,188,28923,3.3
81522,0,12,0,0,0,0,0,12,0,0,0,0,null,null,0,0,0,22809,0
81523,0,409,51,0,23,84,55,34,35,20,60,47,47114,89098,0,0,0,39423,0
81524,4.4,742,12,36,13,9,124,192,136,197,23,0,72381,76932,20,20,20,27187,3.3
81525,5.4,344,0,26,0,15,62,96,64,41,22,18,66000,81471,0,0,6,30270,0
81526,4,2343,142,91,315,217,322,483,229,351,136,57,54890,70225,50,35,140,30964,9.6
81527,6.7,738,26,30,27,154,88,152,71,128,62,0,55156,69615,20,0,51,25186,5.1
81601,3,5925,362,151,366,555,917,1058,867,977,428,244,64609,80868,62,45,161,31315,8.9
81610,2.9,203,13,4,22,30,22,28,24,60,0,0,62386,67234,12,6,14,26797,5.8
81611,2.8,4469,304,120,225,461,519,682,527,718,192,721,72723,136943,25,24,7,68429,3.8
81612,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
81615,0.6,1216,44,0,102,105,174,323,63,128,95,182,60865,97818,0,0,0,47162,0
81620,4.4,3993,205,270,266,382,826,631,342,561,221,289,51176,88304,0,24,0,35899,6.3
81621,8.1,2400,105,48,187,241,51,574,342,570,78,204,74819,96515,110,0,0,35272,6.2
81623,7,5374,272,155,360,413,763,1179,706,883,385,258,67231,80829,46,67,91,28783,6.8
81624,5.4,593,28,34,38,69,105,96,98,83,16,26,57679,74802,24,4,17,31194,5.3
81625,4.5,4937,438,345,477,375,782,1026,623,677,169,25,50954,59940,114,64,502,23871,10.4
81630,6.7,344,20,11,37,25,39,62,85,40,14,11,67500,73021,6,0,6,28372,7.8
81631,2.5,2709,141,71,161,84,330,514,450,432,260,266,76338,90660,9,0,0,33310,7.5
81632,4.2,3220,143,174,221,189,404,404,454,484,401,346,79179,111639,15,0,58,42028,10.6
81633,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
81635,4.4,2458,59,37,147,300,484,568,469,298,50,46,56618,69501,58,12,104,25350,7.8
81637,6.2,2185,11,103,114,175,196,439,349,615,164,19,79570,83321,25,63,75,26328,8.5
81638,0,72,0,0,0,6,13,39,0,0,14,0,56023,77414,0,0,0,39819,0
81639,3.7,1118,42,31,55,151,174,253,259,127,26,0,53963,64207,11,10,37,26676,7.4
81640,4.3,96,34,22,0,13,16,0,11,0,0,0,11842,24411,3,0,10,7928,59.7
81641,1.5,1585,28,81,94,173,262,387,162,279,101,18,57083,71569,20,4,54,31517,1.8
81642,0,58,0,0,0,23,18,17,0,0,0,0,42692,39471,0,0,0,20212,0
81643,5.9,296,15,6,50,30,20,50,43,75,7,0,54625,65529,10,0,0,26394,4.5
81645,5,393,14,5,25,28,78,44,51,98,18,32,75240,84961,17,8,18,30856,9.9
81646,0,56,0,0,13,21,0,0,0,22,0,0,31786,66834,0,0,0,35341,0
81647,9.2,2322,0,59,308,154,252,532,479,326,98,114,69824,78992,11,33,82,28017,7.9
81648,5,921,91,31,52,88,63,174,243,132,26,21,70486,71170,53,0,52,27433,1.1
81649,1.4,104,0,4,0,3,13,46,10,25,3,0,61333,73051,0,0,0,33229,5.8
81650,3.3,4055,220,109,292,266,678,944,772,621,112,41,62468,68456,74,0,222,24088,4.9
81652,5.6,1696,11,126,82,134,297,292,354,330,39,31,68548,74865,120,30,93,27091,3.4
81653,0,25,0,0,16,0,9,0,0,0,0,0,21953,null,0,0,0,9769,0
81654,3.1,450,57,0,30,39,33,79,41,60,50,61,63214,95476,9,7,7,45357,12.5
81655,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
81656,9.5,103,0,0,0,0,0,48,7,22,16,10,78750,157946,0,0,0,58418,0
81657,1.9,2821,110,10,485,151,272,494,270,418,248,363,70910,136571,27,35,0,71805,0
82063,0,48,0,11,0,10,9,9,0,0,0,9,38333,76140,0,0,0,41688,0
